exam_year,question_id,question_type,topic,modality,question_text,description,image_path,correct_answer
Fall2019,Q14,C,Ridge regression cost function on a small 1d dataset,screenshot,"Consider the small 1d dataset shown in Table 6 comprised of N = 4 observations where the goal is to predict y_i given x_i. Suppose we apply ridge regression to the problem in the form described in the lecture notes, Section 14.1.

Table 6 (simple 1d regression dataset):
        i=1   i=2   i=3   i=4
 x_i      2     5     6     7
 y_i      6     7     7     9

If lambda = 2, what is the ridge regression cost function assuming the weight-vector is w = [0.6], i.e. E_lambda(w, w0)?

A. E_lambda(w, w0) = 1.205
B. E_lambda(w, w0) = 1.97
C. E_lambda(w, w0) = 1.033
D. E_lambda(w, w0) = 2.662",,data/screenshots/Fall2019_Q14.png,D
Fall2019,Q14,C,Ridge regression cost function on a small 1d dataset,text_desc,"Consider the small 1d dataset shown in Table 6 comprised of N = 4 observations where the goal is to predict y_i given x_i. Suppose we apply ridge regression to the problem in the form described in the lecture notes, Section 14.1.

Table 6 (simple 1d regression dataset):
        i=1   i=2   i=3   i=4
 x_i      2     5     6     7
 y_i      6     7     7     9

If lambda = 2, what is the ridge regression cost function assuming the weight-vector is w = [0.6], i.e. E_lambda(w, w0)?

A. E_lambda(w, w0) = 1.205
B. E_lambda(w, w0) = 1.97
C. E_lambda(w, w0) = 1.033
D. E_lambda(w, w0) = 2.662","Table 6: simple 1d regression dataset, N = 4 observations.
        i=1   i=2   i=3   i=4
 x_i      2     5     6     7
 y_i      6     7     7     9",,D
Fall2019,Q15,B,Regression tree / predicted value from tree structure and table,screenshot,"We will consider the first 6 observations of the Beijing air pollution dataset. Table 7 shows their corresponding value of x7 and y_r. We fit a small regression tree to this dataset, the structure (and binary splitting rules) is depicted in Figure 8. What is the predicted value y_hat_r as evaluated at x7 = 0.5?

Table 7 (values of x7 and corresponding y_r):
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Regression tree structure (Figure 8): The root node tests the rule 'x7 > 0.365'. If False, go to a second internal node testing 'x7 > -0.88'; if that is False go to leaf L1, if True go to leaf L2. If the root rule 'x7 > 0.365' is True, go to leaf L3. (Each leaf predicts the mean y_r of the training observations assigned to it.)

A. y_hat_r = 2.85
B. y_hat_r = 3.0
C. y_hat_r = 2.52
D. y_hat_r = 0.98",,data/screenshots/Fall2019_Q15.png,B
Fall2019,Q15,B,Regression tree / predicted value from tree structure and table,text_desc,"We will consider the first 6 observations of the Beijing air pollution dataset. Table 7 shows their corresponding value of x7 and y_r. We fit a small regression tree to this dataset, the structure (and binary splitting rules) is depicted in Figure 8. What is the predicted value y_hat_r as evaluated at x7 = 0.5?

Table 7 (values of x7 and corresponding y_r):
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Regression tree structure (Figure 8): The root node tests the rule 'x7 > 0.365'. If False, go to a second internal node testing 'x7 > -0.88'; if that is False go to leaf L1, if True go to leaf L2. If the root rule 'x7 > 0.365' is True, go to leaf L3. (Each leaf predicts the mean y_r of the training observations assigned to it.)

A. y_hat_r = 2.85
B. y_hat_r = 3.0
C. y_hat_r = 2.52
D. y_hat_r = 0.98","Table 7: values of x7 and the corresponding value of y_r (first 6 observations).
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Figure 8 (decision tree structure; leaves are to be filled by the mean y_r of assigned observations):
   root: x7 > 0.365 ?
     False -> node: x7 > -0.88 ?
                False -> leaf L1
                True  -> leaf L2
     True  -> leaf L3",,B
Fall2019,Q16,B,Regression tree / purity (impurity) gain of first split,screenshot,"In this problem, we will again consider the 6 observations from the Beijing air pollution dataset shown in Table 7. Recall Figure 8 shows the structure of the small regression tree fitted to this dataset using Hunt's algorithm along with the thereby obtained binary splitting rules. What was the purity gain Delta of the first split Hunt's algorithm accepted?

Table 7 (values of x7 and corresponding y_r):
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Regression tree structure (Figure 8): root tests 'x7 > 0.365'; the False branch leads to a node testing 'x7 > -0.88' (False -> leaf L1, True -> leaf L2); the True branch leads to leaf L3. The impurity for regression trees is I(v) = (1/N(v)) sum_{i in v} (y_i - y(v))^2, and the purity gain is Delta = I(v0) - sum_k (N(v_k)/N) I(v_k).

A. Delta = 11.67
B. Delta = 3.67
C. Delta = 8.0
D. Delta = 56.0",,data/screenshots/Fall2019_Q16.png,C
Fall2019,Q16,B,Regression tree / purity (impurity) gain of first split,text_desc,"In this problem, we will again consider the 6 observations from the Beijing air pollution dataset shown in Table 7. Recall Figure 8 shows the structure of the small regression tree fitted to this dataset using Hunt's algorithm along with the thereby obtained binary splitting rules. What was the purity gain Delta of the first split Hunt's algorithm accepted?

Table 7 (values of x7 and corresponding y_r):
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Regression tree structure (Figure 8): root tests 'x7 > 0.365'; the False branch leads to a node testing 'x7 > -0.88' (False -> leaf L1, True -> leaf L2); the True branch leads to leaf L3. The impurity for regression trees is I(v) = (1/N(v)) sum_{i in v} (y_i - y(v))^2, and the purity gain is Delta = I(v0) - sum_k (N(v_k)/N) I(v_k).

A. Delta = 11.67
B. Delta = 3.67
C. Delta = 8.0
D. Delta = 56.0","Table 7: values of x7 and the corresponding value of y_r (first 6 observations).
        1      2     3     4     5     6
 x7    -1.76   -0    0.06  0.08  0.65  1.3
 y_r    12      6     8     10    4     2

Figure 8 (decision tree structure):
   root: x7 > 0.365 ?
     False -> node: x7 > -0.88 ?
                False -> leaf L1
                True  -> leaf L2
     True  -> leaf L3
The first split accepted by Hunt's algorithm is the root split x7 > 0.365.",,C
Fall2019,Q17,C,KNN regression / leave-one-out squared-loss contribution,screenshot,"Consider once more the Beijing air pollution dataset treated as a regression problem where the goal is to predict y_r. We wish to do this using KNN regression using K = 3 neighbors. We simplify the problem by only considering the first N = 6 observations whose pairwise distances are given in Table 3, and their corresponding y_r-value can be found in Table 7. Suppose we evaluate the leave-one-out estimate of the generalization error E = (1/N) sum_{i=1}^N L(y_r,i, y_hat_r,i), where L is the standard squared (Euclidean) loss. It is too time-consuming to compute the full LOO estimate, but what is the contribution from observation i = 1?

Table 3 (pairwise Euclidean distances among o1..o6; relevant submatrix from the 10x10 table):
        o1    o2    o3    o4    o5    o6
 o1     0.0   4.2   8.3   3.9   3.8   4.6
 o2     4.2   0.0   7.4   2.6   3.0   3.2
 o3     8.3   7.4   0.0   6.3   7.1   5.5
 o4     3.9   2.6   6.3   0.0   1.5   1.6
 o5     3.8   3.0   7.1   1.5   0.0   2.4
 o6     4.6   3.2   5.5   1.6   2.4   0.0

Table 7 (y_r values for observations 1..6): y_r = [12, 6, 8, 10, 4, 2].

A. L(y_r,1, y_hat_r,1) = 6.667
B. L(y_r,1, y_hat_r,1) = 28.444
C. L(y_r,1, y_hat_r,1) = 6.0
D. L(y_r,1, y_hat_r,1) = 7.111",,data/screenshots/Fall2019_Q17.png,B
Fall2019,Q17,C,KNN regression / leave-one-out squared-loss contribution,text_desc,"Consider once more the Beijing air pollution dataset treated as a regression problem where the goal is to predict y_r. We wish to do this using KNN regression using K = 3 neighbors. We simplify the problem by only considering the first N = 6 observations whose pairwise distances are given in Table 3, and their corresponding y_r-value can be found in Table 7. Suppose we evaluate the leave-one-out estimate of the generalization error E = (1/N) sum_{i=1}^N L(y_r,i, y_hat_r,i), where L is the standard squared (Euclidean) loss. It is too time-consuming to compute the full LOO estimate, but what is the contribution from observation i = 1?

Table 3 (pairwise Euclidean distances among o1..o6; relevant submatrix from the 10x10 table):
        o1    o2    o3    o4    o5    o6
 o1     0.0   4.2   8.3   3.9   3.8   4.6
 o2     4.2   0.0   7.4   2.6   3.0   3.2
 o3     8.3   7.4   0.0   6.3   7.1   5.5
 o4     3.9   2.6   6.3   0.0   1.5   1.6
 o5     3.8   3.0   7.1   1.5   0.0   2.4
 o6     4.6   3.2   5.5   1.6   2.4   0.0

Table 7 (y_r values for observations 1..6): y_r = [12, 6, 8, 10, 4, 2].

A. L(y_r,1, y_hat_r,1) = 6.667
B. L(y_r,1, y_hat_r,1) = 28.444
C. L(y_r,1, y_hat_r,1) = 6.0
D. L(y_r,1, y_hat_r,1) = 7.111","Pairwise Euclidean distances among the first 6 observations o1..o6 (submatrix of Table 3):
        o1    o2    o3    o4    o5    o6
 o1     0.0   4.2   8.3   3.9   3.8   4.6
 o2     4.2   0.0   7.4   2.6   3.0   3.2
 o3     8.3   7.4   0.0   6.3   7.1   5.5
 o4     3.9   2.6   6.3   0.0   1.5   1.6
 o5     3.8   3.0   7.1   1.5   0.0   2.4
 o6     4.6   3.2   5.5   1.6   2.4   0.0

Table 7 (y_r values for observations 1..6): y_r = [12, 6, 8, 10, 4, 2].",,B
Fall2019,Q18,C,McNemar's test / estimated difference in accuracy from CV counts,screenshot,"We will consider the Beijing air pollution dataset, and compare two models for predicting the class label y. Specifically, let M1 be a K = 1 nearest neighbor classification model and M2 a K = 5 nearest neighbor classification model. To compare them statistically, we perform K = 4 fold cross-validation, and for each fold we record the number of observations where both models are correct (as M1/M2), M1 is correct and M2 wrong (as M1/not-M2), and so on. The outcome can be found in Table 8.

Table 8 (outcome of cross-validation; columns: both correct M1/M2, M1 correct & M2 wrong M1/not-M2, M1 wrong & M2 correct not-M1/M2, both wrong not-M1/not-M2):
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58

These results are sufficient to perform the McNemar test to compare the performance difference, i.e. the difference in accuracy, of model M1 and M2. According to the McNemar test, what is the estimated difference in accuracy theta_hat = acc(M1) - acc(M2) of the two models?

A. theta_hat = 0.75
B. theta_hat = 0.07
C. theta_hat = 0.11
D. theta_hat = 0.02",,data/screenshots/Fall2019_Q18.png,D
Fall2019,Q18,C,McNemar's test / estimated difference in accuracy from CV counts,text_desc,"We will consider the Beijing air pollution dataset, and compare two models for predicting the class label y. Specifically, let M1 be a K = 1 nearest neighbor classification model and M2 a K = 5 nearest neighbor classification model. To compare them statistically, we perform K = 4 fold cross-validation, and for each fold we record the number of observations where both models are correct (as M1/M2), M1 is correct and M2 wrong (as M1/not-M2), and so on. The outcome can be found in Table 8.

Table 8 (outcome of cross-validation; columns: both correct M1/M2, M1 correct & M2 wrong M1/not-M2, M1 wrong & M2 correct not-M1/M2, both wrong not-M1/not-M2):
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58

These results are sufficient to perform the McNemar test to compare the performance difference, i.e. the difference in accuracy, of model M1 and M2. According to the McNemar test, what is the estimated difference in accuracy theta_hat = acc(M1) - acc(M2) of the two models?

A. theta_hat = 0.75
B. theta_hat = 0.07
C. theta_hat = 0.11
D. theta_hat = 0.02","Table 8: outcome of K = 4 fold cross-validation comparing M1 (K=1 NN) and M2 (K=5 NN). Columns are combinations of outcomes: M1/M2 = both correct, M1/not-M2 = M1 correct & M2 wrong, not-M1/M2 = M1 wrong & M2 correct, not-M1/not-M2 = both wrong. Total N = 981.
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58",,D
Fall2019,Q19,C,Jeffreys confidence interval for a model's accuracy,screenshot,"We will again consider the result of the two KNN models in Table 8 as evaluated over the K = 4 folds. What is the Jeffreys alpha = 0.05 confidence interval [theta_L, theta_U] of the model M2?

Table 8 (outcome of cross-validation; columns: both correct M1/M2, M1 correct & M2 wrong M1/not-M2, M1 wrong & M2 correct not-M1/M2, both wrong not-M1/not-M2; total N = 981):
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58

(cdf_B^-1(p | a, b) denotes the inverse CDF / quantile function of the Beta distribution with parameters a and b.)

A. theta_L = cdf_B^-1(0.025 | a = 538.5, b = 443.5), theta_U = cdf_B^-1(0.975 | a = 538.5, b = 443.5)
B. theta_L = cdf_B^-1(0.025 | a = 638.5, b = 343.5), theta_U = cdf_B^-1(0.975 | a = 638.5, b = 343.5)
C. theta_L = cdf_B^-1(0.025 | a = 538.5, b = 219.5), theta_U = cdf_B^-1(0.975 | a = 538.5, b = 219.5)
D. theta_L = cdf_B^-1(0.025 | a = 662.5, b = 319.5), theta_U = cdf_B^-1(0.975 | a = 662.5, b = 319.5)",,data/screenshots/Fall2019_Q19.png,B
Fall2019,Q19,C,Jeffreys confidence interval for a model's accuracy,text_desc,"We will again consider the result of the two KNN models in Table 8 as evaluated over the K = 4 folds. What is the Jeffreys alpha = 0.05 confidence interval [theta_L, theta_U] of the model M2?

Table 8 (outcome of cross-validation; columns: both correct M1/M2, M1 correct & M2 wrong M1/not-M2, M1 wrong & M2 correct not-M1/M2, both wrong not-M1/not-M2; total N = 981):
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58

(cdf_B^-1(p | a, b) denotes the inverse CDF / quantile function of the Beta distribution with parameters a and b.)

A. theta_L = cdf_B^-1(0.025 | a = 538.5, b = 443.5), theta_U = cdf_B^-1(0.975 | a = 538.5, b = 443.5)
B. theta_L = cdf_B^-1(0.025 | a = 638.5, b = 343.5), theta_U = cdf_B^-1(0.975 | a = 638.5, b = 343.5)
C. theta_L = cdf_B^-1(0.025 | a = 538.5, b = 219.5), theta_U = cdf_B^-1(0.975 | a = 538.5, b = 219.5)
D. theta_L = cdf_B^-1(0.025 | a = 662.5, b = 319.5), theta_U = cdf_B^-1(0.975 | a = 662.5, b = 319.5)","Table 8: outcome of K = 4 fold cross-validation comparing M1 (K=1 NN) and M2 (K=5 NN). Columns: M1/M2 = both correct, M1/not-M2 = M1 correct & M2 wrong, not-M1/M2 = M1 wrong & M2 correct, not-M1/not-M2 = both wrong. Total N = 981.
 Fold   M1/M2   M1/not-M2   not-M1/M2   not-M1/not-M2
 1       134       40          24            47
 2       141       31          26            48
 3       131       23          25            66
 4       132       30          25            58",,B
Fall2019,Q20,B,ANN forward pass / matching output to plotted curve (options are plots),screenshot,"We will consider an artificial neural network (ANN) trained on the Beijing air pollution dataset described in Table 1 to predict y_r from the attribute x2. Suppose the neural network takes the form f(x, w) = h^(2)( w0^(2) + sum_{j=1}^2 w_j^(2) h^(1)([1 x] w_j^(1)) ), where the activation functions are h^(1)(x) = sigma(x) (logistic sigmoid) and h^(2)(x) = sigma(x) (logistic sigmoid), and the weights are w_1^(1) = [-0.5, -0.1]^T, w_2^(1) = [0.9, 2.0]^T, w^(2) = [-1.0, 0.4]^T, w0^(2) = 1.4. Which one of the curves in Figure 9 will then correspond to the function f?

A. ANN output 1
B. ANN output 2
C. ANN output 3
D. ANN output 4",,data/screenshots/Fall2019_Q20.png,A
Fall2019,Q21,B,KDE / hold-out cross-validation error curve (options are plots),screenshot,"Consider the following N = 3 observations of the attribute CO from the Beijing air pollution dataset described in Table 1: x5 = [4.5, -0.5, 1.2]. Suppose we apply a Kernel Density Estimator (KDE) to the dataset with kernel width sigma (i.e. sigma is the standard deviation of the Gaussian kernels), and we wish to find sigma by using hold-out cross validation (CV) using the average (per observation) negative log-likelihood E(sigma) = (-1/N_test) sum_{i=1}^{N_test} log p_sigma(x_i). We construct the hold out split by considering the first 2 observations a training set and the last observations as a test set. Which of the cross validation curves in Figure 10 shows the cross-validation estimate of the generalization error E(sigma)?

A. CV error curve 1
B. CV error curve 2
C. CV error curve 3
D. CV error curve 4",,data/screenshots/Fall2019_Q21.png,B
Fall2019,Q22,C,AdaBoost / weight update after first boosting round,screenshot,"Consider again the Beijing air pollution dataset of Table 1. Suppose we limit ourselves to N = 7 observations from the original dataset and furthermore suppose we limit ourselves to class y = 1 or y = 2 and only consider the features x6 and x9. We use a KNN classification model (K = 1) and apply AdaBoost to improve the performance. After the first round of boosting, we obtain predictions and the true class labels as tabulated in Table 9. Given this information, how will the AdaBoost update the weights w?

Table 9 (for each of N = 7 observations: true class label y^true and AdaBoost prediction at boosting round t = 1):
 Variable   y^true   t=1
 y1          1        1
 y2          1        2
 y3          1        1
 y4          2        1
 y5          2        1
 y6          2        2
 y7          2        2

A. [0.173, 0.103, 0.173, 0.103, 0.103, 0.173, 0.173]
B. [0.146, 0.138, 0.146, 0.138, 0.138, 0.146, 0.146]
C. [0.125, 0.167, 0.125, 0.167, 0.167, 0.125, 0.125]
D. [0.102, 0.198, 0.102, 0.198, 0.198, 0.102, 0.102]",,data/screenshots/Fall2019_Q22.png,C
Fall2019,Q22,C,AdaBoost / weight update after first boosting round,text_desc,"Consider again the Beijing air pollution dataset of Table 1. Suppose we limit ourselves to N = 7 observations from the original dataset and furthermore suppose we limit ourselves to class y = 1 or y = 2 and only consider the features x6 and x9. We use a KNN classification model (K = 1) and apply AdaBoost to improve the performance. After the first round of boosting, we obtain predictions and the true class labels as tabulated in Table 9. Given this information, how will the AdaBoost update the weights w?

Table 9 (for each of N = 7 observations: true class label y^true and AdaBoost prediction at boosting round t = 1):
 Variable   y^true   t=1
 y1          1        1
 y2          1        2
 y3          1        1
 y4          2        1
 y5          2        1
 y6          2        2
 y7          2        2

A. [0.173, 0.103, 0.173, 0.103, 0.103, 0.173, 0.173]
B. [0.146, 0.138, 0.146, 0.138, 0.138, 0.146, 0.146]
C. [0.125, 0.167, 0.125, 0.167, 0.167, 0.125, 0.125]
D. [0.102, 0.198, 0.102, 0.198, 0.198, 0.102, 0.102]","Table 9: for each of the N = 7 observations, the true class label y^true and the AdaBoost classifier prediction for the first boosting round t = 1.
 Variable   y^true   t=1
 y1          1        1
 y2          1        2
 y3          1        1
 y4          2        1
 y5          2        1
 y6          2        2
 y7          2        2",,C
Fall2019,Q23,A,Bayes rule / posterior class probability from counts,text,"Consider the Beijing air pollution dataset from Table 1 consisting of N = 981 observations, and suppose the attribute O3 concentration (ug/m^3) has been binarized into low and high values. We still consider the goal to predict the pollution level. Given the following information:
- Of the 391 observations with light pollution level, 64 had a high value of O3 concentration (ug/m^3)
- Of the 241 observations with medium pollution level, 66 had a high value of O3 concentration (ug/m^3)
- Of the 349 observations with high pollution level, 206 had a high value of O3 concentration (ug/m^3)
and supposing a particular observation has a low value of O3 concentration (ug/m^3), what is the probability of observing medium pollution level?

A. 0.271
B. 0.192
C. 0.044
D. 0.141",,,A
Fall2019,Q24,A,Multinomial regression / class-assignment probability vector,text,"Consider again the Beijing air pollution dataset. We consider a multinomial regression model applied to the dataset projected onto the first two principal directions, i.e. applied to observations of the form x = [b1, b2]^T where b1 and b2 are the coordinates of the PCA projections. In the notation of the lecture notes, suppose the weight-vectors in the multinomial regression model are w1 = [0.04, 1.32, -1.48]^T and w2 = [-0.03, 0.7, -0.85]^T. What is the class-assignment probability vector y_tilde for the input observation with coordinates b1 = -5.52, b2 = -4.69?

A. y_tilde = [0.77, 0.23, 0.0]^T
B. y_tilde = [0.26, 0.39, 0.35]^T
C. y_tilde = [0.16, 0.24, 0.6]^T
D. y_tilde = [0.22, 0.07, 0.72]^T",,,B
Fall2019,Q25,B,"Gaussian Mixture Model / matching density to colored sample scatter (options are densities, requires figure)",screenshot,"Let N(x | mu, Sigma) denote the multivariate normal distribution with mean mu and covariance matrix Sigma. In Figure 11 is given 1000 observations drawn from a density defined by a Gaussian Mixture Model (GMM) with three clusters. Each observation is colored and marked in terms of which cluster it came from in the Gaussian Mixture model. Which one of the following GMM densities was used to generate the data?

A. p(x) = (5/8) N(x | [2.0, 2.4], [[1.1, -0.9], [-0.9, 2.2]]) + (1/8) N(x | [-1.2, -3.8], [[1.0, -0.8], [-0.8, 1.9]]) + (1/4) N(x | [-6.9, -6.3], [[1.3, 0.3], [0.3, 2.0]])
B. p(x) = (1/4) N(x | [2.0, 2.4], [[1.3, 0.3], [0.3, 2.0]]) + (5/8) N(x | [-1.2, -3.8], [[1.1, -0.9], [-0.9, 2.2]]) + (1/8) N(x | [-6.9, -6.3], [[1.0, -0.8], [-0.8, 1.9]])
C. p(x) = (1/8) N(x | [2.0, 2.4], [[1.0, -0.8], [-0.8, 1.9]]) + (1/4) N(x | [-1.2, -3.8], [[1.1, -0.9], [-0.9, 2.2]]) + (5/8) N(x | [-6.9, -6.3], [[1.3, 0.3], [0.3, 2.0]])
D. p(x) = (1/8) N(x | [2.0, 2.4], [[1.3, 0.3], [0.3, 2.0]]) + (5/8) N(x | [-1.2, -3.8], [[1.0, -0.8], [-0.8, 1.9]]) + (1/4) N(x | [-6.9, -6.3], [[1.1, -0.9], [-0.9, 2.2]])",,data/screenshots/Fall2019_Q25.png,A
Fall2019,Q26,B,Matching classifiers to decision boundaries (options are plots),screenshot,"Consider the following four classifiers: MREG (Multinomial regression), ANN (Artificial neural network with 5 hidden units), CT (Classification tree with regular axis-aligned splits b_i < c), KNN (K-nearest neighbours with K = 3). Suppose the classifiers are trained on a subset of the Beijing air pollution dataset described in Table 1 after it has been projected onto the first two principal components b1 and b2 from Equation (1). The decision boundary for each of the four classifiers is given in Figure 11 (the four panels labelled Classifier 1-4). Which one of the following statements is correct?

A. Classifier 1 corresponds to ANN, Classifier 2 corresponds to CT, Classifier 3 corresponds to MREG, Classifier 4 corresponds to KNN.
B. Classifier 1 corresponds to KNN, Classifier 2 corresponds to CT, Classifier 3 corresponds to MREG, Classifier 4 corresponds to ANN.
C. Classifier 1 corresponds to CT, Classifier 2 corresponds to MREG, Classifier 3 corresponds to ANN, Classifier 4 corresponds to KNN.
D. Classifier 1 corresponds to ANN, Classifier 2 corresponds to KNN, Classifier 3 corresponds to MREG, Classifier 4 corresponds to CT.",,data/screenshots/Fall2019_Q26.png,B
Fall2019,Q27,A,k-means clustering / converged partition,text,"Consider a small dataset comprised of N = 10 observations x = [0.4, 0.5, 1.1, 2.2, 2.6, 3.0, 3.6, 3.7, 4.9, 5.0]. Suppose a k-means algorithm is applied to the dataset with K = 3 and using Euclidean distances. The algorithm is initialized with K cluster centers located at mu1 = 2.4, mu2 = 3.3, mu3 = 3.5. What clustering will the k-means algorithm eventually converge to?

A. {0.4, 0.5, 1.1, 2.2}, {2.6, 3, 3.6}, {3.7, 4.9, 5}
B. {0.4, 0.5, 1.1}, {2.2, 2.6, 3, 3.6}, {3.7, 4.9, 5}
C. {0.4, 0.5, 1.1, 2.2, 2.6}, {3, 3.6, 3.7, 4.9}, {5}
D. {0.4, 0.5, 1.1, 2.2, 2.6}, {3, 3.6, 3.7}, {4.9, 5}",,,B
Fall2020,Q1,A,Attribute types,text,"The main dataset used in this exam is the Palmer Penguins dataset described in Table 1. The dataset contains M = 6 attributes for three species of penguins: x1 = Bill length (millimeters), x2 = Bill depth (millimeters), x3 = Flipper length (millimeters), x4 = Body mass (grams), x5 = Penguin sex (1=male, 2=female), x6 = Study year (2007, 2008, or 2009), and the output y = Species (y=1 Adelie, y=2 Gentoo, y=3 Chinstrap). We will consider the type of an attribute as the highest level it obtains in the type-hierarchy (nominal, ordinal, interval and ratio). Which one of the following statements is true about the types of the attributes x1, ..., x6 and the output y in the Palmer Penguins dataset?

A. All attributes except x5 (Sex) are ratio.
B. x5 (Sex) and x6 (Year) are both ordinal.
C. x5 (Sex) and y (Species) are both nominal.
D. x4 (Mass) and x6 (Year) are both interval.",,,C
Fall2020,Q2,B,Boxplot interpretation,screenshot,"Table 2 contains the summary statistics of the four first attributes (x1, x2, x3, x4) from the Palmer Penguins dataset. Figure 1 shows boxplots corresponding to three of these variables (but not necessarily in that order). Which boxplots in Figure 1 match which attributes?

A. Attribute Bill length corresponds to boxplot 1, Bill depth corresponds to boxplot 2, and Flipper length corresponds to boxplot 3.
B. Attribute Bill length corresponds to boxplot 1, Flipper length corresponds to boxplot 2, and Bill depth corresponds to boxplot 3.
C. Attribute Flipper length corresponds to boxplot 1, Mass corresponds to boxplot 2, and Bill length corresponds to boxplot 3.
D. Attribute Bill depth corresponds to boxplot 1, Flipper length corresponds to boxplot 2, and Bill length corresponds to boxplot 3.",,data/screenshots/Fall2020_Q2.png,B
Fall2020,Q3,B,Boxplot interpretation,screenshot,"Figure 2 shows boxplots of the six attributes (x1, x2, x3, x4, x5, x6) from the Palmer Penguins dataset. The attributes are standardized (i.e., the mean has been subtracted and the attributes divided by their standard deviations). Which one of the following statements about the original dataset can be concluded from the boxplots (i.e., based only on information regarding the data provided by Figure 2)?

A. The variance of Bill length is larger than the variance of Flipper length.
B. For Flipper length the mean and median values coincide.
C. There are more male penguins than female penguins.
D. Bill length and Bill depth have positive correlation.",,data/screenshots/Fall2020_Q3.png,C
Fall2020,Q4,B,"Variance, covariance, correlation",screenshot,"Figure 3 shows a scatterplot for the two attributes x3 (Flipper length) and x4 (Mass) of the Palmer Penguins dataset. The two attributes have a positive correlation coefficient rho = 0.87 and covariance cov(x3, x4) = 9852. Which of the following are the best estimates for the variance of x3 and variance of x4?

A. sigma^2_x3 = 196 and sigma^2_x4 = 648025
B. sigma^2_x3 = 38 and sigma^2_x4 = 298
C. sigma^2_x3 = 648025 and sigma^2_x4 = 196
D. sigma^2_x3 = 298 and sigma^2_x4 = 38",,data/screenshots/Fall2020_Q4.png,A
Fall2020,Q5,A,PCA variance explained,text,"A Principal Component Analysis (PCA) is carried out on the Palmer Penguins dataset based on the attributes x1, x2, x3, x4. The data is standardized by (i) subtracting the mean and (ii) dividing each column by its standard deviation to obtain the standardized data matrix Xtilde. A singular value decomposition is then carried out on the standardized data matrix to obtain the decomposition U S V^T = Xtilde, where

V =
[ 0.45  -0.60  -0.64   0.15 ]
[ -0.40 -0.80   0.43  -0.16 ]
[ 0.58  -0.01   0.24  -0.78 ]
[ 0.55  -0.08   0.59   0.58 ]

S =
[ 30.19   0.0    0.0    0.0  ]
[ 0.0    16.08   0.0    0.0  ]
[ 0.0     0.0   11.07   0.0  ]
[ 0.0     0.0    0.0    5.98 ]

Which one of the following statements is correct?

A. The first principal component accounts for less than 50 percent of the variance.
B. The first two principal components account for more than 90 percent of the variance.
C. The first three principal components account for more than 95 percent of the variance.
D. The last principal component accounts for more than 3 percent of the variance.",,,C
Fall2020,Q6,A,PCA component interpretation,text,"Consider again the principal component analysis described in Question 5, with

V =
[ 0.45  -0.60  -0.64   0.15 ]
[ -0.40 -0.80   0.43  -0.16 ]
[ 0.58  -0.01   0.24  -0.78 ]
[ 0.55  -0.08   0.59   0.58 ]

Recall that the d'th column of V defines the d'th principal component direction. The four features are x1 (Bill length), x2 (Bill depth), x3 (Flipper length), x4 (Body mass). Which one of the following statements is correct?

A. Any single observation with a high negative projection onto the second principal component will in general have high negative values for all four features x1, x2, x3, x4.
B. The first column vector of V is longer than the second column vector of V measured by the Euclidean norm (2-norm).
C. The first principal component primarily separates penguins with relatively short Flipper length and high Body mass from penguins with relatively long Flipper length and low Body mass.
D. The fourth principal component primarily separates penguins with relatively short Flipper length and high Body mass from penguins with relatively long Flipper length and low Body mass.",,,D
